
"QS419EW - Position in communal establishment"
"ONS Crown Copyright Reserved [from Nomis on 12 August 2018]"
"Population :","All usual residents in communal establishments"
"Units      :","Persons"
"Date       :","2011"
"Rural Urban:","Total"

"postcode sector","All categories: Position in communal establishment","Resident","Staff or owner","Family member or partner of staff or owner"

"AL1  1",45,36,1,8
"AL1  2",105,95,0,10
"AL1  3",79,79,0,0
"AL1  4",34,29,4,1
"AL1  5",15,15,0,0
"AL10 0",80,74,4,2
"AL10 8",165,151,2,12
"AL10 9",2748,2721,5,22
"AL2  1",67,52,12,3
"AL2  2",96,93,3,0
"AL2  3",104,96,4,4
"AL3  4",65,62,3,0
"AL3  5",227,206,15,6
"AL3  6",10,3,7,0
"AL3  7",60,45,7,8
"AL3  8",39,18,20,1
"AL4  0",93,93,0,0
"AL4  8",5,5,0,0
"AL4  9",68,54,0,14
"AL5  1",16,9,6,1
"AL5  2",54,53,1,0
"AL5  3",28,24,4,0
"AL5  4",349,304,42,3
"AL5  5",86,42,43,1
"AL6  0",18,15,3,0
"AL6  9",100,93,6,1
"AL7  1",0,0,0,0
"AL7  2",53,50,2,1
"AL7  3",106,105,1,0
"AL7  4",57,44,1,12
"AL8  6",0,0,0,0
"AL8  7",67,66,0,1
"AL9  5",31,30,0,1
"AL9  6",210,192,16,2
"AL9  7",94,94,0,0
"B1   1",697,691,5,1
"B1   2",204,201,3,0
"B1   3",0,0,0,0
"B10  0",19,16,0,3
"B10  9",11,11,0,0
"B11  1",63,63,0,0
"B11  2",10,10,0,0
"B11  3",16,16,0,0
"B11  4",32,30,2,0
"B12  0",57,55,2,0
"B12  8",52,51,1,0
"B12  9",107,103,1,3
"B13  0",52,50,0,2
"B13  8",151,147,0,4
"B13  9",291,271,10,10
"B14  4",113,112,0,1
"B14  5",99,86,3,10
"B14  6",63,62,1,0
"B14  7",47,46,1,0
"B15  1",616,613,1,2
"B15  2",2672,2661,8,3
"B15  3",1416,1385,29,2
"B16  0",30,26,1,3
"B16  8",34,28,6,0
"B16  9",126,124,2,0
"B17  0",77,77,0,0
"B17  8",267,260,3,4
"B17  9",57,55,0,2
"B18  4",903,876,7,20
"B18  5",73,69,4,0
"B18  6",1,0,1,0
"B18  7",0,0,0,0
"B19  1",98,98,0,0
"B19  2",17,17,0,0
"B19  3",615,615,0,0
"B2   4",1,1,0,0
"B2   5",0,0,0,0
"B20  1",302,298,4,0
"B20  2",252,252,0,0
"B20  3",57,55,2,0
"B21  0",14,13,1,0
"B21  8",3,3,0,0
"B21  9",20,20,0,0
"B23  5",148,123,21,4
"B23  6",131,125,3,3
"B23  7",103,101,2,0
"B24  0",157,146,10,1
"B24  8",179,173,2,4
"B24  9",107,105,0,2
"B25  8",42,42,0,0
"B26  1",0,0,0,0
"B26  2",45,44,0,1
"B26  3",14,14,0,0
"B27  6",241,218,0,23
"B27  7",169,163,1,5
"B28  0",60,56,0,4
"B28  8",13,13,0,0
"B28  9",2,2,0,0
"B29  4",49,48,0,1
"B29  5",15,15,0,0
"B29  6",1159,1150,3,6
"B29  7",448,404,2,42
"B3   1",0,0,0,0
"B3   2",0,0,0,0
"B30  1",195,177,1,17
"B30  2",225,219,2,4
"B30  3",208,201,6,1
"B31  1",18,18,0,0
"B31  2",89,87,1,1
"B31  3",27,27,0,0
"B31  4",10,10,0,0
"B31  5",112,104,0,8
"B32  1",8,8,0,0
"B32  2",64,64,0,0
"B32  3",252,250,2,0
"B32  4",8,8,0,0
"B33  0",85,79,1,5
"B33  8",232,189,14,29
"B33  9",5,5,0,0
"B34  6",141,104,11,26
"B34  7",3,3,0,0
"B35  6",0,0,0,0
"B35  7",145,138,2,5
"B36  0",70,70,0,0
"B36  8",35,29,2,4
"B36  9",13,13,0,0
"B37  5",56,55,1,0
"B37  6",52,41,0,11
"B37  7",183,179,2,2
"B38  0",220,211,1,8
"B38  8",116,105,4,7
"B38  9",40,38,2,0
"B4   6",51,51,0,0
"B4   7",3397,3390,3,4
"B42  1",13,13,0,0
"B42  2",681,680,1,0
"B43  5",9,9,0,0
"B43  6",0,0,0,0
"B43  7",4,4,0,0
"B44  0",62,62,0,0
"B44  8",85,71,3,11
"B44  9",62,41,13,8
"B45  0",0,0,0,0
"B45  8",165,156,6,3
"B45  9",63,60,1,2
"B46  1",42,39,0,3
"B46  2",10,5,3,2
"B46  3",104,96,2,6
"B47  5",15,15,0,0
"B47  6",23,23,0,0
"B48  7",170,154,5,11
"B49  5",24,6,18,0
"B49  6",135,119,11,5
"B5   4",4,4,0,0
"B5   5",546,546,0,0
"B5   6",0,0,0,0
"B5   7",859,858,1,0
"B50  4",77,75,0,2
"B6   4",0,0,0,0
"B6   5",26,26,0,0
"B6   6",33,33,0,0
"B6   7",33,33,0,0
"B60  1",163,160,0,3
"B60  2",89,87,0,2
"B60  3",2,2,0,0
"B60  4",45,44,0,1
"B61  0",129,123,0,6
"B61  7",413,383,18,12
"B61  8",103,95,2,6
"B61  9",0,0,0,0
"B62  0",77,66,0,11
"B62  8",49,49,0,0
"B62  9",79,79,0,0
"B63  1",23,23,0,0
"B63  2",44,44,0,0
"B63  3",17,17,0,0
"B63  4",25,25,0,0
"B64  5",4,4,0,0
"B64  6",81,75,0,6
"B64  7",59,59,0,0
"B65  0",68,67,0,1
"B65  8",2,2,0,0
"B65  9",22,21,0,1
"B66  1",57,57,0,0
"B66  2",0,0,0,0
"B66  3",53,47,4,2
"B66  4",82,82,0,0
"B67  5",63,61,0,2
"B67  6",42,32,0,10
"B67  7",87,86,0,1
"B68  0",1,0,0,1
"B68  8",47,39,8,0
"B68  9",62,62,0,0
"B69  1",166,164,0,2
"B69  2",43,40,2,1
"B69  3",0,0,0,0
"B69  4",46,46,0,0
"B7   4",0,0,0,0
"B7   5",4,3,0,1
"B70  0",14,14,0,0
"B70  6",78,63,0,15
"B70  7",8,8,0,0
"B70  8",68,61,1,6
"B70  9",108,108,0,0
"B71  1",91,79,1,11
"B71  2",183,177,0,6
"B71  3",3,3,0,0
"B71  4",16,16,0,0
"B72  1",135,135,0,0
"B73  5",149,136,12,1
"B73  6",43,41,1,1
"B74  2",86,84,1,1
"B74  3",93,84,3,6
"B74  4",44,40,3,1
"B75  5",0,0,0,0
"B75  6",32,5,27,0
"B75  7",12,12,0,0
"B76  0",0,0,0,0
"B76  1",60,47,0,13
"B76  2",1,1,0,0
"B76  9",0,0,0,0
"B77  1",62,47,0,15
"B77  2",26,26,0,0
"B77  3",22,19,2,1
"B77  4",12,12,0,0
"B77  5",20,20,0,0
"B78  1",73,71,0,2
"B78  2",0,0,0,0
"B78  3",48,41,2,5
"B79  0",79,71,0,8
"B79  7",75,61,8,6
"B79  8",135,125,3,7
"B79  9",64,62,0,2
"B8   1",6,6,0,0
"B8   2",70,65,3,2
"B8   3",80,75,5,0
"B80  7",77,75,2,0
"B9   4",30,27,3,0
"B9   5",155,132,6,17
"B90  1",60,58,1,1
"B90  2",9,9,0,0
"B90  3",37,32,0,5
"B90  4",251,229,2,20
"B91  1",57,57,0,0
"B91  2",153,141,1,11
"B91  3",60,50,1,9
"B92  0",9,5,3,1
"B92  7",280,266,1,13
"B92  8",75,69,0,6
"B92  9",3,3,0,0
"B93  0",81,80,0,1
"B93  8",7,3,4,0
"B93  9",87,73,0,14
"B94  5",1,0,1,0
"B94  6",2,2,0,0
"B95  5",47,35,6,6
"B95  6",0,0,0,0
"B96  6",0,0,0,0
"B97  4",152,133,5,14
"B97  5",78,74,0,4
"B97  6",1126,1065,4,57
"B98  0",7,5,2,0
"B98  7",54,44,10,0
"B98  8",11,11,0,0
"B98  9",35,35,0,0
"BA1  1",290,278,12,0
"BA1  2",110,95,12,3
"BA1  3",149,107,36,6
"BA1  4",21,21,0,0
"BA1  5",262,252,9,1
"BA1  6",49,35,1,13
"BA1  7",85,68,0,17
"BA1  8",7,7,0,0
"BA1  9",0,0,0,0
"BA10 0",501,492,8,1
"BA11 1",51,40,2,9
"BA11 2",94,85,4,5
"BA11 3",108,105,1,2
"BA11 4",113,101,3,9
"BA11 5",61,46,2,13
"BA11 6",2,1,1,0
"BA12 0",49,49,0,0
"BA12 6",73,66,5,2
"BA12 7",45,45,0,0
"BA12 8",219,200,19,0
"BA12 9",189,183,4,2
"BA13 2",0,0,0,0
"BA13 3",136,131,2,3
"BA13 4",9,9,0,0
"BA14 0",34,31,3,0
"BA14 6",129,123,2,4
"BA14 7",80,76,2,2
"BA14 8",73,63,7,3
"BA14 9",133,84,5,44
"BA15 1",16,7,7,2
"BA15 2",43,29,5,9
"BA16 0",932,820,61,51
"BA16 9",0,0,0,0
"BA2  0",69,63,4,2
"BA2  1",206,204,0,2
"BA2  2",31,28,2,1
"BA2  3",775,761,8,6
"BA2  4",244,220,14,10
"BA2  5",92,81,10,1
"BA2  6",232,214,2,16
"BA2  7",2373,2343,27,3
"BA2  8",4,4,0,0
"BA2  9",475,449,15,11
"BA20 1",89,85,4,0
"BA20 2",208,201,3,4
"BA21 3",218,212,0,6
"BA21 4",88,83,3,2
"BA21 5",39,38,1,0
"BA22 7",109,90,11,8
"BA22 8",1134,1116,6,12
"BA22 9",4,0,2,2
"BA3  2",59,56,0,3
"BA3  3",36,31,2,3
"BA3  4",461,447,6,8
"BA3  5",93,84,4,5
"BA4  4",131,110,14,7
"BA4  5",209,202,5,2
"BA4  6",56,45,5,6
"BA5  1",168,146,13,9
"BA5  2",263,222,30,11
"BA5  3",88,58,14,16
"BA6  8",248,189,27,32
"BA6  9",157,122,15,20
"BA7  7",118,113,4,1
"BA8  0",36,31,2,3
"BA9  8",41,31,5,5
"BA9  9",73,72,0,1
"BB1  1",35,35,0,0
"BB1  2",236,234,2,0
"BB1  3",0,0,0,0
"BB1  4",2,2,0,0
"BB1  5",38,37,0,1
"BB1  6",17,16,0,1
"BB1  7",32,32,0,0
"BB1  8",143,133,1,9
"BB1  9",163,153,0,10
"BB10 1",148,136,4,8
"BB10 2",56,41,6,9
"BB10 3",41,38,0,3
"BB10 4",31,29,2,0
"BB11 2",153,138,0,15
"BB11 3",84,81,1,2
"BB11 4",113,107,3,3
"BB11 5",25,25,0,0
"BB12 0",14,14,0,0
"BB12 6",103,100,1,2
"BB12 7",40,40,0,0
"BB12 8",134,122,2,10
"BB12 9",2,0,1,1
"BB18 5",22,22,0,0
"BB18 6",62,57,3,2
"BB2  1",207,206,0,1
"BB2  2",40,38,1,1
"BB2  3",199,190,0,9
"BB2  4",59,42,6,11
"BB2  5",78,72,1,5
"BB2  6",227,202,6,19
"BB2  7",47,44,2,1
"BB3  0",214,199,0,15
"BB3  1",19,18,1,0
"BB3  2",25,25,0,0
"BB3  3",16,11,0,5
"BB4  4",224,224,0,0
"BB4  5",26,26,0,0
"BB4  6",76,65,4,7
"BB4  7",71,61,1,9
"BB4  8",66,63,2,1
"BB4  9",72,70,1,1
"BB5  0",81,75,1,5
"BB5  1",53,50,0,3
"BB5  2",52,48,1,3
"BB5  3",33,33,0,0
"BB5  4",86,70,7,9
"BB5  5",225,186,6,33
"BB5  6",66,65,1,0
"BB6  7",48,47,1,0
"BB6  8",70,70,0,0
"BB7  1",65,61,4,0
"BB7  2",124,118,5,1
"BB7  3",1,0,1,0
"BB7  4",106,91,7,8
"BB7  9",547,520,27,0
"BB8  0",81,69,3,9
"BB8  7",20,19,1,0
"BB8  8",14,13,1,0
"BB8  9",77,63,6,8
"BB9  0",80,78,2,0
"BB9  5",50,44,6,0
"BB9  6",81,77,0,4
"BB9  7",3,1,2,0
"BB9  8",27,24,0,3
"BB9  9",87,80,2,5
"BD1  1",0,0,0,0
"BD1  2",0,0,0,0
"BD1  3",0,0,0,0
"BD1  4",4,2,2,0
"BD1  5",0,0,0,0
"BD10 0",105,89,16,0
"BD10 8",60,53,7,0
"BD10 9",82,81,1,0
"BD11 1",46,43,2,1
"BD11 2",67,66,1,0
"BD12 0",24,16,4,4
"BD12 7",2,0,2,0
"BD12 8",2,0,1,1
"BD12 9",15,15,0,0
"BD13 1",21,21,0,0
"BD13 2",44,44,0,0
"BD13 3",74,73,1,0
"BD13 4",0,0,0,0
"BD13 5",0,0,0,0
"BD14 6",580,538,40,2
"BD15 0",61,61,0,0
"BD15 7",31,31,0,0
"BD15 9",0,0,0,0
"BD16 1",43,43,0,0
"BD16 2",0,0,0,0
"BD16 3",0,0,0,0
"BD16 4",94,92,0,2
"BD17 5",0,0,0,0
"BD17 6",86,78,1,7
"BD17 7",0,0,0,0
"BD18 1",0,0,0,0
"BD18 2",2,2,0,0
"BD18 3",91,91,0,0
"BD18 4",175,169,4,2
"BD19 3",79,69,2,8
"BD19 4",57,56,0,1
"BD19 5",0,0,0,0
"BD19 6",50,35,5,10
"BD2  1",20,20,0,0
"BD2  2",0,0,0,0
"BD2  3",22,21,0,1
"BD2  4",68,62,0,6
"BD20 0",62,62,0,0
"BD20 5",46,40,4,2
"BD20 6",314,289,6,19
"BD20 7",127,109,18,0
"BD20 8",148,136,2,10
"BD20 9",140,133,1,6
"BD21 1",19,19,0,0
"BD21 2",11,11,0,0
"BD21 3",3,0,0,3
"BD21 4",32,32,0,0
"BD21 5",0,0,0,0
"BD22 0",11,11,0,0
"BD22 6",41,41,0,0
"BD22 7",20,20,0,0
"BD22 8",77,68,1,8
"BD22 9",0,0,0,0
"BD23 1",10,6,3,1
"BD23 2",49,39,6,4
"BD23 3",109,91,13,5
"BD23 4",37,2,25,10
"BD23 5",109,72,29,8
"BD23 6",81,48,26,7
"BD24 0",199,185,12,2
"BD24 9",57,50,1,6
"BD3  0",54,53,1,0
"BD3  7",150,150,0,0
"BD3  8",41,41,0,0
"BD3  9",37,37,0,0
"BD4  0",0,0,0,0
"BD4  6",94,87,2,5
"BD4  7",2,2,0,0
"BD4  8",0,0,0,0
"BD4  9",244,244,0,0
"BD5  0",650,646,1,3
"BD5  7",50,49,1,0
"BD5  8",1,1,0,0
"BD5  9",13,13,0,0
"BD6  1",24,22,2,0
"BD6  2",108,104,0,4
"BD6  3",46,45,0,1
"BD7  1",1881,1874,4,3
"BD7  2",4,4,0,0
"BD7  3",64,63,0,1
"BD7  4",73,52,1,20
"BD8  0",172,147,5,20
"BD8  7",247,242,5,0
"BD8  8",0,0,0,0
"BD8  9",1,1,0,0
"BD9  4",247,245,0,2
"BD9  5",120,118,2,0
"BD9  6",59,53,0,6
"BH1  1",18,13,4,1
"BH1  2",25,25,0,0
"BH1  3",514,411,83,20
"BH1  4",57,51,3,3
"BH10 4",50,49,0,1
"BH10 5",6,6,0,0
"BH10 6",71,67,3,1
"BH10 7",0,0,0,0
"BH11 8",4,4,0,0
"BH11 9",25,21,0,4
"BH12 1",34,33,1,0
"BH12 2",6,6,0,0
"BH12 3",10,10,0,0
"BH12 4",118,117,0,1
"BH12 5",309,308,1,0
"BH13 6",277,261,10,6
"BH13 7",105,87,18,0
"BH14 0",144,138,3,3
"BH14 8",81,73,3,5
"BH14 9",105,98,6,1
"BH15 1",441,410,27,4
"BH15 2",126,115,9,2
"BH15 3",56,51,2,3
"BH15 4",106,97,1,8
"BH16 5",0,0,0,0
"BH16 6",50,50,0,0
"BH17 7",13,13,0,0
"BH17 8",59,57,0,2
"BH17 9",0,0,0,0
"BH18 8",97,95,1,1
"BH18 9",0,0,0,0
"BH19 1",146,113,22,11
"BH19 2",37,23,14,0
"BH19 3",44,34,7,3
"BH2  5",125,65,47,13
"BH2  6",188,178,0,10
"BH20 4",35,26,6,3
"BH20 5",37,21,13,3
"BH20 6",297,277,3,17
"BH20 7",8,6,0,2
"BH21 1",156,130,9,17
"BH21 2",44,43,1,0
"BH21 3",400,399,1,0
"BH21 4",0,0,0,0
"BH21 5",52,52,0,0
"BH21 6",64,62,2,0
"BH21 7",36,33,3,0
"BH21 8",0,0,0,0
"BH22 0",147,120,18,9
"BH22 8",110,103,3,4
"BH22 9",151,138,13,0
"BH23 1",36,21,7,8
"BH23 2",146,129,6,11
"BH23 3",31,9,16,6
"BH23 4",119,105,2,12
"BH23 5",76,73,2,1
"BH23 6",23,23,0,0
"BH23 7",85,80,0,5
"BH23 8",37,32,4,1
"BH24 1",151,140,3,8
"BH24 2",199,159,26,14
"BH24 3",91,86,4,1
"BH24 4",60,37,13,10
"BH25 5",287,267,3,17
"BH25 6",185,183,1,1
"BH25 7",193,183,0,10
"BH3  7",143,113,17,13
"BH31 6",0,0,0,0
"BH31 7",19,15,1,3
"BH4  8",227,185,24,18
"BH4  9",186,179,3,4
"BH5  1",380,341,17,22
"BH5  2",147,139,3,5
"BH6  3",458,431,14,13
"BH6  4",79,68,2,9
"BH6  5",76,70,5,1
"BH7  6",7,6,0,1
"BH7  7",52,44,0,8
"BH8  0",66,57,0,9
"BH8  8",1165,1151,10,4
"BH8  9",151,143,1,7
"BH9  1",88,88,0,0
"BH9  2",19,13,4,2
"BH9  3",35,35,0,0
"BL0  0",40,38,0,2
"BL0  9",32,32,0,0
"BL1  1",42,42,0,0
"BL1  2",14,14,0,0
"BL1  3",22,21,0,1
"BL1  4",42,41,1,0
"BL1  5",77,74,0,3
"BL1  6",28,18,10,0
"BL1  7",20,0,0,20
"BL1  8",28,27,1,0
"BL2  1",268,259,0,9
"BL2  2",4,4,0,0
"BL2  3",3,3,0,0
"BL2  4",0,0,0,0
"BL2  5",75,74,0,1
"BL2  6",142,134,0,8
"BL3  1",10,10,0,0
"BL3  2",35,28,0,7
"BL3  3",73,58,2,13
"BL3  4",171,161,0,10
"BL3  5",32,32,0,0
"BL3  6",351,327,0,24
"BL4  0",51,46,2,3
"BL4  7",0,0,0,0
"BL4  8",150,124,0,26
"BL4  9",0,0,0,0
"BL5  1",0,0,0,0
"BL5  2",1,0,1,0
"BL5  3",32,30,1,1
"BL6  4",58,49,0,9
"BL6  5",112,95,1,16
"BL6  6",2,0,2,0
"BL6  7",80,67,2,11
"BL7  0",0,0,0,0
"BL7  8",0,0,0,0
"BL7  9",5,5,0,0
"BL8  1",101,100,1,0
"BL8  2",207,195,10,2
"BL8  3",193,184,0,9
"BL8  4",232,232,0,0
"BL9  0",42,38,4,0
"BL9  5",187,176,5,6
"BL9  6",90,88,2,0
"BL9  7",101,95,4,2
"BL9  8",10,10,0,0
"BL9  9",65,59,0,6
"BN1  1",74,69,5,0
"BN1  2",49,28,18,3
"BN1  3",27,25,2,0
"BN1  4",366,356,7,3
"BN1  5",56,55,1,0
"BN1  6",189,177,11,1
"BN1  7",136,136,0,0
"BN1  8",82,82,0,0
"BN1  9",3563,3510,1,52
"BN10 7",76,48,28,0
"BN10 8",95,91,0,4
"BN11 1",102,95,6,1
"BN11 2",268,225,26,17
"BN11 3",115,98,13,4
"BN11 4",919,877,6,36
"BN11 5",103,77,26,0
"BN12 4",47,47,0,0
"BN12 5",72,65,5,2
"BN12 6",0,0,0,0
"BN13 1",19,18,0,1
"BN13 2",57,57,0,0
"BN13 3",113,105,3,5
"BN14 0",0,0,0,0
"BN14 7",101,99,0,2
"BN14 8",13,13,0,0
"BN14 9",45,45,0,0
"BN15 0",321,313,7,1
"BN15 8",129,112,1,16
"BN15 9",14,14,0,0
"BN16 1",127,118,5,4
"BN16 2",85,80,0,5
"BN16 3",169,154,3,12
"BN16 4",12,11,1,0
"BN17 5",251,222,20,9
"BN17 6",170,149,0,21
"BN17 7",28,28,0,0
"BN18 0",637,593,24,20
"BN18 9",55,37,13,5
"BN2  0",306,294,5,7
"BN2  1",138,95,37,6
"BN2  3",10,10,0,0
"BN2  4",38,34,0,4
"BN2  5",310,302,8,0
"BN2  6",10,10,0,0
"BN2  7",161,143,10,8
"BN2  8",80,78,0,2
"BN2  9",250,250,0,0
"BN20 0",19,19,0,0
"BN20 7",750,718,19,13
"BN20 8",106,96,1,9
"BN20 9",82,70,11,1
"BN21 1",118,115,2,1
"BN21 2",558,513,27,18
"BN21 3",181,161,13,7
"BN21 4",386,339,40,7
"BN22 0",0,0,0,0
"BN22 7",42,12,24,6
"BN22 8",39,39,0,0
"BN22 9",141,130,0,11
"BN23 5",0,0,0,0
"BN23 6",28,25,0,3
"BN23 7",8,8,0,0
"BN23 8",13,13,0,0
"BN24 5",22,22,0,0
"BN24 6",14,14,0,0
"BN25 1",156,138,9,9
"BN25 2",256,235,18,3
"BN25 3",39,38,1,0
"BN25 4",13,10,2,1
"BN26 5",154,127,25,2
"BN26 6",67,58,2,7
"BN27 1",59,47,9,3
"BN27 2",45,45,0,0
"BN27 3",420,402,1,17
"BN27 4",200,148,41,11
"BN3  1",183,165,13,5
"BN3  2",124,112,2,10
"BN3  3",69,69,0,0
"BN3  4",286,270,7,9
"BN3  5",295,272,17,6
"BN3  6",324,291,22,11
"BN3  7",80,75,5,0
"BN3  8",0,0,0,0
"BN41 1",31,31,0,0
"BN41 2",104,104,0,0
"BN42 4",71,66,0,5
"BN43 5",62,57,2,3
"BN43 6",161,147,2,12
"BN44 3",153,145,5,3
"BN45 7",0,0,0,0
"BN5  9",132,124,7,1
"BN6  8",38,38,0,0
"BN6  9",197,176,16,5
"BN7  1",318,301,3,14
"BN7  2",63,57,0,6
"BN7  3",155,151,1,3
"BN8  4",102,78,22,2
"BN8  5",69,54,5,10
"BN8  6",81,73,4,4
"BN9  0",51,47,1,3
"BN9  9",18,18,0,0
"BR1  1",0,0,0,0
"BR1  2",448,361,34,53
"BR1  3",163,135,17,11
"BR1  4",189,166,1,22
"BR1  5",0,0,0,0
"BR2  0",18,18,0,0
"BR2  6",6,6,0,0
"BR2  7",45,45,0,0
"BR2  8",11,11,0,0
"BR2  9",6,6,0,0
"BR3  1",46,38,2,6
"BR3  3",135,134,1,0
"BR3  4",39,39,0,0
"BR3  5",71,66,1,4
"BR3  6",41,40,0,1
"BR4  0",26,26,0,0
"BR4  9",132,104,9,19
"BR5  1",0,0,0,0
"BR5  2",50,44,0,6
"BR5  3",0,0,0,0
"BR5  4",10,10,0,0
"BR6  0",42,34,1,7
"BR6  6",0,0,0,0
"BR6  7",0,0,0,0
"BR6  8",46,44,0,2
"BR6  9",32,32,0,0
"BR7  5",77,75,1,1
"BR7  6",465,374,49,42
"BR8  7",2,2,0,0
"BR8  8",1,1,0,0
"BS1  1",192,188,4,0
"BS1  2",243,242,1,0
"BS1  3",929,929,0,0
"BS1  4",34,34,0,0
"BS1  5",136,135,1,0
"BS1  6",77,77,0,0
"BS10 5",85,73,1,11
"BS10 6",173,171,0,2
"BS10 7",26,22,4,0
"BS11 0",46,42,0,4
"BS11 9",72,69,1,2
"BS13 0",11,11,0,0
"BS13 7",51,47,4,0
"BS13 8",7,4,3,0
"BS13 9",68,68,0,0
"BS14 0",152,132,5,15
"BS14 8",93,92,1,0
"BS14 9",43,39,0,4
"BS15 1",266,249,1,16
"BS15 3",62,62,0,0
"BS15 4",22,20,1,1
"BS15 8",49,49,0,0
"BS15 9",115,105,8,2
"BS16 1",2503,2471,19,13
"BS16 2",150,148,2,0
"BS16 3",44,43,1,0
"BS16 4",36,33,0,3
"BS16 5",128,119,4,5
"BS16 6",23,23,0,0
"BS16 7",9,9,0,0
"BS16 9",124,124,0,0
"BS2  0",22,22,0,0
"BS2  8",144,140,4,0
"BS2  9",150,145,1,4
"BS20 0",37,37,0,0
"BS20 6",32,16,0,16
"BS20 7",53,42,0,11
"BS20 8",40,31,0,9
"BS21 5",3,3,0,0
"BS21 6",115,110,3,2
"BS21 7",494,445,28,21
"BS22 6",9,9,0,0
"BS22 7",0,0,0,0
"BS22 8",0,0,0,0
"BS22 9",107,70,37,0
"BS23 1",503,448,43,12
"BS23 2",627,554,42,31
"BS23 3",138,109,16,13
"BS23 4",372,335,26,11
"BS24 0",25,4,17,4
"BS24 6",0,0,0,0
"BS24 7",64,62,2,0
"BS24 8",0,0,0,0
"BS24 9",18,16,2,0
"BS25 1",218,203,12,3
"BS25 5",110,108,0,2
"BS26 2",61,56,0,5
"BS27 3",112,97,5,10
"BS28 4",0,0,0,0
"BS29 6",0,0,0,0
"BS3  1",192,183,1,8
"BS3  2",7,5,1,1
"BS3  3",25,18,1,6
"BS3  4",60,59,1,0
"BS3  5",0,0,0,0
"BS30 5",14,8,4,2
"BS30 6",47,47,0,0
"BS30 7",0,0,0,0
"BS30 8",113,111,0,2
"BS30 9",63,60,0,3
"BS31 1",58,47,1,10
"BS31 2",93,71,9,13
"BS31 3",19,3,16,0
"BS32 0",17,17,0,0
"BS32 4",88,78,7,3
"BS32 8",0,0,0,0
"BS32 9",1,1,0,0
"BS34 5",3,3,0,0
"BS34 6",14,10,4,0
"BS34 7",55,53,0,2
"BS34 8",45,45,0,0
"BS35 1",148,105,27,16
"BS35 2",0,0,0,0
"BS35 3",22,21,0,1
"BS35 4",9,7,2,0
"BS35 5",0,0,0,0
"BS36 1",81,80,0,1
"BS36 2",57,49,6,2
"BS37 4",72,48,24,0
"BS37 5",21,16,5,0
"BS37 6",76,58,13,5
"BS37 7",154,139,2,13
"BS37 8",18,16,0,2
"BS37 9",2,1,1,0
"BS39 4",29,25,0,4
"BS39 5",47,45,2,0
"BS39 6",68,68,0,0
"BS39 7",99,90,0,9
"BS4  1",14,14,0,0
"BS4  2",76,73,2,1
"BS4  3",55,53,0,2
"BS4  4",109,108,1,0
"BS4  5",40,38,0,2
"BS40 5",10,9,0,1
"BS40 6",3,0,2,1
"BS40 7",0,0,0,0
"BS40 8",3,0,3,0
"BS40 9",0,0,0,0
"BS41 8",0,0,0,0
"BS41 9",30,29,0,1
"BS48 1",106,98,3,5
"BS48 2",0,0,0,0
"BS48 3",34,29,4,1
"BS48 4",0,0,0,0
"BS49 4",92,79,3,10
"BS49 5",53,53,0,0
"BS5  0",32,32,0,0
"BS5  6",36,34,1,1
"BS5  7",79,66,1,12
"BS5  8",122,102,6,14
"BS5  9",45,45,0,0
"BS6  5",152,148,4,0
"BS6  6",180,175,0,5
"BS6  7",198,190,5,3
"BS7  0",104,89,11,4
"BS7  8",351,337,3,11
"BS7  9",99,97,2,0
"BS8  1",690,683,6,1
"BS8  2",52,52,0,0
"BS8  3",391,379,1,11
"BS8  4",267,262,4,1
"BS9  1",2008,1975,6,27
"BS9  2",0,0,0,0
"BS9  3",460,434,7,19
"BS9  4",57,54,3,0
"CA1  1",86,65,8,13
"CA1  2",190,162,17,11
"CA1  3",80,76,3,1
"CA10 1",14,0,12,2
"CA10 2",92,58,29,5
"CA10 3",25,0,22,3
"CA11 0",291,198,76,17
"CA11 7",19,4,13,2
"CA11 8",230,201,9,20
"CA11 9",43,30,8,5
"CA12 4",248,72,146,30
"CA12 5",258,71,145,42
"CA13 0",81,58,5,18
"CA13 9",76,45,24,7
"CA14 1",27,23,2,2
"CA14 2",0,0,0,0
"CA14 3",120,109,0,11
"CA14 4",186,156,3,27
"CA14 5",52,50,0,2
"CA15 6",60,53,3,4
"CA15 7",44,44,0,0
"CA15 8",51,51,0,0
"CA16 6",121,92,11,18
"CA17 4",54,45,5,4
"CA18 1",10,0,6,4
"CA19 1",20,0,16,4
"CA2  4",71,55,8,8
"CA2  5",87,73,2,12
"CA2  6",66,66,0,0
"CA2  7",225,181,10,34
"CA20 1",58,32,21,5
"CA21 2",1,0,1,0
"CA22 2",38,36,0,2
"CA23 3",7,6,1,0
"CA24 3",0,0,0,0
"CA25 5",61,52,0,9
"CA26 3",1,0,1,0
"CA27 0",83,70,10,3
"CA28 6",58,47,3,8
"CA28 7",69,60,8,1
"CA28 8",166,144,13,9
"CA28 9",44,43,0,1
"CA3  0",0,0,0,0
"CA3  8",61,55,4,2
"CA3  9",130,127,0,3
"CA4  0",44,39,3,2
"CA4  8",49,42,6,1
"CA4  9",8,0,3,5
"CA5  6",6,0,2,4
"CA5  7",103,94,4,5
"CA6  4",49,41,3,5
"CA6  5",67,52,10,5
"CA6  6",0,0,0,0
"CA7  0",13,4,4,5
"CA7  1",4,0,2,2
