
"QS302EW - General health"
"ONS Crown Copyright Reserved [from Nomis on 12 August 2018]"
"Population :","All usual residents"
"Units      :","Persons"
"Date       :","2011"
"Rural Urban:","Total"

"postcode sector","All categories: General health","Very good health","Good health","Fair health","Bad health","Very bad health"
"BL8  4",4413,2399,1384,485,116,29
"BL9  0",2526,1049,901,397,128,51
"BL9  5",6689,2965,2275,988,363,98
"BL9  6",8736,3832,2966,1324,472,142
"BL9  7",9964,4208,3404,1579,602,171
"BL9  8",9409,4483,3158,1286,386,96
"BL9  9",10898,4856,3762,1577,560,143
"BN1  1",2003,1003,721,183,75,21
"BN1  2",4947,2489,1764,481,165,48
"BN1  3",10243,5227,3607,976,322,111
"BN1  4",8809,4484,3025,848,334,118
"BN1  5",10150,5596,3234,968,275,77
"BN1  6",17167,9479,5452,1627,473,136
"BN1  7",8422,3998,2924,1046,370,84
"BN1  8",14489,7086,4880,1839,550,134
"BN1  9",8545,4256,3036,924,250,79
"BN10 7",9126,3990,3190,1363,449,134
"BN10 8",9453,3791,3322,1583,574,183
"BN11 1",4628,2066,1673,649,175,65
"BN11 2",9066,3900,3263,1372,425,106
"BN11 3",4200,1730,1567,664,184,55
"BN11 4",8956,3465,3090,1660,596,145
"BN11 5",6428,2925,2330,886,220,67
"BN12 4",7807,3367,2884,1206,281,69
"BN12 5",4415,1514,1752,877,212,60
"BN12 6",7905,3118,2985,1279,419,104
"BN13 1",8137,3729,2964,1058,300,86
"BN13 2",10512,4304,3923,1665,507,113
"BN13 3",8887,4019,3212,1213,337,106
"BN14 0",5739,2513,2152,817,212,45
"BN14 7",10779,5330,3677,1306,355,111
"BN14 8",6774,3297,2365,830,234,48
"BN14 9",7444,3737,2681,790,181,55
"BN15 0",8486,3609,3160,1251,363,103
"BN15 8",7801,2814,2945,1451,459,132
"BN15 9",11084,4513,4125,1763,527,156
"BN16 1",6626,2625,2468,1180,290,63
"BN16 2",6920,2481,2729,1283,330,97
"BN16 3",8060,3217,2895,1407,420,121
"BN16 4",6728,3206,2400,832,231,59
"BN17 5",6494,2495,2430,1107,366,96
"BN17 6",13671,5881,5089,1976,582,143
"BN17 7",8127,3352,3027,1193,408,147
"BN18 0",8600,4116,2935,1118,346,85
"BN18 9",4868,2339,1719,613,152,45
"BN2  0",6966,3261,2218,924,433,130
"BN2  1",10122,4706,3237,1354,616,209
"BN2  3",12387,6408,4288,1168,414,109
"BN2  4",16183,7511,5453,2088,882,249
"BN2  5",12830,5393,4374,1993,830,240
"BN2  6",9793,4453,3464,1353,404,119
"BN2  7",4375,2087,1498,572,166,52
"BN2  8",8561,3948,2991,1209,339,74
"BN2  9",11526,5863,3854,1211,468,130
"BN20 0",1620,684,630,239,51,16
"BN20 7",5862,2346,2061,1078,290,87
"BN20 8",8331,3975,2771,1121,333,131
"BN20 9",5138,2215,1868,795,204,56
"BN21 1",6943,3148,2435,1025,270,65
"BN21 2",9050,3668,3247,1536,450,149
"BN21 3",5506,2317,1935,845,328,81
"BN21 4",4276,1859,1504,682,186,45
"BN22 0",9479,3843,3474,1569,465,128
"BN22 7",4774,1998,1688,763,259,66
"BN22 8",10355,4881,3630,1355,377,112
"BN22 9",7638,3151,2697,1216,422,152
"BN23 5",6273,3100,2295,662,167,49
"BN23 6",6715,2756,2396,1081,359,123
"BN23 7",7246,2587,2645,1375,486,153
"BN23 8",8068,3573,2864,1139,377,115
"BN24 5",6255,2965,2193,827,204,66
"BN24 6",3036,1057,1056,650,202,71
"BN25 1",4666,1816,1678,851,247,74
"BN25 2",7255,2794,2747,1256,365,93
"BN25 3",8838,3658,3283,1382,394,121
"BN25 4",2812,1137,1104,447,104,20
"BN26 5",6296,2424,2298,1194,294,86
"BN26 6",5130,2077,1852,856,268,77
"BN27 1",6219,2745,2314,896,211,53
"BN27 2",5172,2081,1834,895,285,77
"BN27 3",10992,4742,3916,1702,495,137
"BN27 4",4459,2153,1481,566,213,46
"BN3  1",10441,5441,3472,1069,366,93
"BN3  2",6869,3352,2429,760,257,71
"BN3  3",12625,6145,4320,1464,543,153
"BN3  4",7776,3883,2462,1015,311,105
"BN3  5",11938,6201,3603,1421,520,193
"BN3  6",11499,6260,3636,1187,327,89
"BN3  7",10367,5135,3400,1279,417,136
"BN3  8",7998,3471,2796,1204,417,110
"BN41 1",6557,3146,2197,858,279,77
"BN41 2",14358,6499,5210,1923,553,173
"BN42 4",9991,4329,3605,1466,455,136
"BN43 5",11302,5412,4119,1386,304,81
"BN43 6",11190,4799,3981,1687,580,143
"BN44 3",10125,4923,3603,1210,289,100
"BN45 7",669,379,207,66,16,1
"BN5  9",7106,3359,2487,940,251,69
"BN6  8",8684,4440,2894,1062,230,58
"BN6  9",8716,4612,2821,964,245,74
"BN7  1",8670,4486,2857,1005,244,78
"BN7  2",8333,3852,2970,1110,329,72
"BN7  3",4187,2251,1418,395,107,16
"BN8  4",5969,3107,1991,650,162,59
"BN8  5",6121,2883,2191,795,190,62
"BN8  6",4220,2185,1432,462,111,30
"BN9  0",3931,1663,1453,597,176,42
"BN9  9",9546,4089,3540,1351,423,143
"BR1  1",475,252,165,49,7,2
"BR1  2",11771,6239,3767,1280,354,131
"BR1  3",12689,6574,4282,1346,388,99
"BR1  4",14203,6576,4896,1894,631,206
"BR1  5",17193,7845,5942,2384,748,274
"BR2  0",11719,6039,4074,1223,311,72
"BR2  6",2332,1227,804,224,62,15
"BR2  7",9093,4743,3093,967,231,59
"BR2  8",10727,5215,3619,1367,406,120
"BR2  9",10969,5848,3672,1104,274,71
"BR3  1",8987,4606,3089,907,305,80
"BR3  3",13060,7018,4286,1333,339,84
"BR3  4",12874,6668,4332,1377,389,108
"BR3  5",6772,3422,2383,752,164,51
"BR3  6",5631,3031,1817,622,132,29
"BR4  0",9058,4798,3089,915,199,57
"BR4  9",9928,4951,3485,1167,246,79
"BR5  1",11828,6160,4060,1242,298,68
"BR5  2",12838,5870,4418,1746,597,207
"BR5  3",10607,4711,3720,1530,503,143
"BR5  4",10439,4693,3638,1524,453,131
"BR6  0",9444,4653,3284,1102,321,84
"BR6  6",6647,3463,2256,725,163,40
"BR6  7",7890,3838,2683,1038,267,64
"BR6  8",8225,4210,2746,999,217,53
"BR6  9",14622,7193,5179,1726,404,120
"BR7  5",6610,3565,2173,668,153,51
"BR7  6",10690,5382,3555,1275,356,122
"BR8  7",14884,6438,5390,2195,654,207
"BR8  8",7088,3309,2588,923,210,58
"BS1  1",1210,728,400,67,11,4
"BS1  2",542,316,195,25,5,1
"BS1  3",2366,1389,814,125,33,5
"BS1  4",529,296,178,42,10,3
"BS1  5",3157,1878,1023,202,42,12
"BS1  6",4187,1997,1398,493,229,70
"BS10 5",9500,4331,3253,1315,463,138
"BS10 6",10223,4385,3540,1542,596,160
"BS10 7",7882,3465,2710,1153,428,126
"BS11 0",9574,3849,3446,1569,541,169
"BS11 9",7780,3395,2751,1092,403,139
"BS13 0",7542,2915,2561,1324,568,174
"BS13 7",8316,3773,2937,1147,358,101
"BS13 8",7339,2970,2539,1235,462,133
"BS13 9",6388,2516,2087,1137,493,155
"BS14 0",8866,4043,3210,1171,339,103
"BS14 8",7765,3141,2777,1275,445,127
"BS14 9",11524,5068,3996,1675,607,178
"BS15 1",11936,5374,4288,1586,517,171
"BS15 3",8812,4128,3138,1100,352,94
"BS15 4",11104,4865,3924,1706,471,138
"BS15 8",7373,3341,2583,1038,318,93
"BS15 9",8102,3772,2861,1037,342,90
"BS16 1",12172,6178,4032,1380,413,169
"BS16 2",9075,4022,3187,1340,396,130
"BS16 3",6854,3064,2541,908,268,73
"BS16 4",9181,4119,3143,1323,450,146
"BS16 5",9998,4465,3477,1480,453,123
"BS16 6",10598,5315,3584,1281,326,92
"BS16 7",7880,4863,2421,489,88,19
"BS16 9",10150,4891,3597,1210,361,91
"BS2  0",2919,1455,984,305,129,46
"BS2  8",5953,3073,2025,574,228,53
"BS2  9",6727,3303,2262,738,320,104
"BS20 0",4828,2182,1670,726,193,57
"BS20 6",7966,3629,2823,1144,297,73
"BS20 7",11362,6503,3530,971,261,97
"BS20 8",5847,2860,2112,656,167,52
"BS21 5",4861,2502,1697,501,129,32
"BS21 6",8926,4147,3087,1250,346,96
"BS21 7",9496,4254,3324,1404,400,114
"BS22 6",7979,3065,2934,1426,429,125
"BS22 7",10339,5227,3546,1135,338,93
"BS22 8",10599,4499,3884,1600,498,118
"BS22 9",8525,3935,3040,1150,314,86
"BS23 1",4940,1620,1774,1044,394,108
"BS23 2",9195,3470,3285,1666,625,149
"BS23 3",12214,4894,4226,2007,825,262
"BS23 4",7647,2983,2687,1338,469,170
"BS24 0",2039,911,758,292,59,19
"BS24 6",359,182,118,43,14,2
"BS24 7",8306,4548,2725,740,219,74
"BS24 8",2166,793,849,375,122,27
"BS24 9",5971,2314,2259,995,328,75
"BS25 1",4616,2131,1656,640,147,42
"BS25 5",1616,708,527,295,61,25
"BS26 2",5127,2627,1670,596,167,67
"BS27 3",7081,3528,2317,927,239,70
"BS28 4",3318,1766,1075,362,90,25
"BS29 6",2919,1296,1010,445,134,34
"BS3  1",8891,4657,2829,944,340,121
"BS3  2",6065,2881,1981,835,286,82
"BS3  3",6157,3000,2133,710,249,65
"BS3  4",7639,3945,2578,800,248,68
"BS3  5",8009,3620,2806,1038,416,129
"BS30 5",5040,2661,1679,486,174,40
"BS30 6",3509,1719,1228,414,115,33
"BS30 7",3666,2020,1253,306,71,16
"BS30 8",10295,4802,3658,1285,427,123
"BS30 9",7850,3656,2865,992,268,69
"BS31 1",7446,3383,2575,1099,292,97
"BS31 2",8481,3907,2988,1173,317,96
"BS31 3",4073,2034,1367,521,115,36
"BS32 0",7373,4184,2542,503,116,28
"BS32 4",4380,2295,1434,474,140,37
"BS32 8",8354,4824,2727,615,146,42
"BS32 9",4651,2699,1554,315,62,21
"BS34 5",8122,3524,3010,1139,344,105
"BS34 6",6295,2744,2333,893,244,81
"BS34 7",7057,3275,2481,942,275,84
"BS34 8",8316,4296,2879,868,217,56
"BS35 1",6608,3278,2302,772,206,50
"BS35 2",6436,3169,2203,793,216,55
"BS35 3",3058,1383,1117,428,99,31
"BS35 4",4888,2438,1689,581,145,35
"BS35 5",650,337,215,73,18,7
"BS36 1",6242,2958,2171,830,194,89
"BS36 2",9201,4483,3177,1103,341,97
"BS37 4",8102,3453,3025,1217,308,99
"BS37 5",7723,3649,2766,984,246,78
"BS37 6",8025,3755,2961,1005,231,73
"BS37 7",6952,3613,2411,690,186,52
"BS37 8",6452,3244,2325,667,169,47
"BS37 9",807,422,255,88,35,7
"BS39 4",2593,1336,869,305,64,19
"BS39 5",4563,2352,1516,496,166,33
"BS39 6",3005,1449,1011,402,117,26
"BS39 7",5302,2489,1826,719,207,61
"BS4  1",12962,5301,4500,2038,828,295
"BS4  2",9948,4690,3434,1296,417,111
"BS4  3",8856,4352,3152,973,298,81
"BS4  4",12382,5616,4492,1641,493,140
"BS4  5",3811,1749,1332,516,165,49
"BS40 5",4496,2332,1508,520,106,30
"BS40 6",2249,1229,713,242,53,12
"BS40 7",1571,804,558,163,33,13
"BS40 8",3833,1972,1333,418,80,30
"BS40 9",637,321,203,81,27,5
"BS41 8",829,396,307,98,19,9
"BS41 9",5254,2977,1600,499,138,40
"BS48 1",5537,2666,1887,709,218,57
"BS48 2",6848,3253,2431,887,219,58
"BS48 3",5537,2955,1808,592,139,43
"BS48 4",5486,2646,1999,645,158,38
"BS49 4",8454,4218,2873,1012,267,84
"BS49 5",3497,1659,1202,451,135,50
"BS5  0",8743,3984,2792,1260,530,177
"BS5  6",13181,6175,4500,1703,617,186
"BS5  7",10919,4870,3916,1436,552,145
"BS5  8",9587,4402,3383,1279,425,98
"BS5  9",9913,4608,3444,1257,460,144
"BS6  5",10728,5998,3411,924,296,99
"BS6  6",12944,8049,3680,886,241,88
"BS6  7",10009,6158,2803,800,190,58
"BS7  0",15411,7400,5389,1850,599,173
"BS7  8",10257,5952,3147,859,219,80
"BS7  9",15265,7977,4921,1660,569,138
"BS8  1",4869,2963,1437,323,113,33
"BS8  2",7248,4684,1963,451,118,32
"BS8  3",5193,2978,1589,459,124,43
"BS8  4",8792,5435,2557,611,146,43
"BS9  1",8381,4880,2568,695,189,49
"BS9  2",6600,3055,2253,907,297,88
"BS9  3",8540,4535,2645,960,321,79
"BS9  4",7432,3969,2319,854,233,57
"CA1  1",2218,922,790,341,113,52
"CA1  2",11104,5000,3927,1494,515,168
"CA1  3",10938,4928,3635,1595,640,140
"CA10 1",5757,2745,2085,698,179,50
"CA10 2",3286,1503,1190,456,108,29
"CA10 3",4580,2181,1626,581,147,45
"CA11 0",4416,2172,1580,510,115,39
"CA11 7",3561,1662,1232,510,126,31
"CA11 8",7907,3321,2860,1270,370,86
"CA11 9",6475,3172,2212,828,219,44
"CA12 4",4758,2294,1679,610,142,33
"CA12 5",3268,1520,1187,420,111,30
"CA13 0",8597,4388,2840,1047,244,78
"CA13 9",6409,3019,2187,877,263,63
"CA14 1",8434,3861,2825,1231,403,114
"CA14 2",5050,2134,1798,773,281,64
"CA14 3",8500,3459,2962,1346,559,174
"CA14 4",6518,2853,2348,922,288,107
"CA14 5",7297,2888,2507,1251,513,138
"CA15 6",4469,1850,1541,730,279,69
"CA15 7",6771,2979,2356,988,360,88
"CA15 8",4978,1965,1660,869,401,83
"CA16 6",6175,2763,2241,878,236,57
"CA17 4",4873,2241,1722,693,179,38
"CA18 1",328,123,126,61,16,2
"CA19 1",1069,471,419,128,38,13
"CA2  4",10325,4411,3686,1486,551,191
"CA2  5",7578,3433,2687,1009,338,111
"CA2  6",9233,3648,3268,1597,549,171
"CA2  7",12299,5592,4235,1657,619,196
"CA20 1",3355,1420,1253,505,151,26
"CA21 2",1017,467,362,143,32,13
"CA22 2",8887,3890,3093,1296,495,113
"CA23 3",1424,658,490,202,59,15
"CA24 3",1266,597,450,151,56,12
"CA25 5",6183,2675,2022,1006,399,81
"CA26 3",3868,1684,1312,595,212,65
"CA27 0",1644,861,561,167,44,11
"CA28 6",9888,4878,3382,1151,355,122
"CA28 7",2798,985,902,593,254,64
"CA28 8",8811,3968,2868,1282,544,149
"CA28 9",7095,3103,2203,1172,476,141
"CA3  0",6066,2811,2186,834,183,52
"CA3  8",331,137,136,32,18,8
"CA3  9",7618,3673,2578,1007,287,73
"CA4  0",3198,1463,1171,410,120,34
"CA4  8",5631,2756,1948,702,181,44
"CA4  9",850,394,324,99,29,4
"CA5  6",3815,1825,1370,477,125,18
"CA5  7",3299,1580,1170,436,90,23
"CA6  4",4197,2054,1431,558,127,27
"CA6  5",3336,1399,1131,541,197,68
"CA6  6",1561,700,550,221,73,17
"CA7  0",1710,811,597,234,53,15
"CA7  1",1448,694,506,196,43,9
"CA7  2",2690,1254,920,362,126,28
"CA7  3",2941,1264,990,474,159,54
"CA7  4",4087,1655,1408,723,235,66
"CA7  5",1933,849,716,246,101,21
"CA7  8",1893,966,641,229,42,15
"CA7  9",5831,2536,2062,895,274,64
"CA8  1",4745,2130,1652,700,223,40
"CA8  2",1912,899,671,249,70,23
"CA8  7",1431,611,519,217,70,14
"CA8  9",2226,1159,744,251,57,15
"CA9  3",2088,843,800,321,94,30
"CB1  1",3643,1986,1135,354,126,42
"CB1  2",7603,4547,2366,524,134,32
"CB1  3",18497,9812,5976,1987,561,161
"CB1  7",4396,2563,1345,391,83,14
"CB1  8",5656,2822,1914,637,207,76
"CB1  9",9443,4753,3323,1012,272,83
"CB10 1",4610,2467,1476,518,123,26
"CB10 2",8887,4820,2947,866,210,44
"CB11 3",9635,4947,3255,1090,273,70
"CB11 4",8412,4462,2885,834,175,56
"CB2  0",1173,727,362,71,9,4
"CB2  1",7559,5078,2003,358,97,23
"CB2  3",2283,1657,553,61,10,2
"CB2  7",495,322,145,25,3,0
"CB2  8",3875,2325,1119,325,84,22
"CB2  9",3153,1676,998,350,113,16
"CB21 4",8505,4376,2943,923,208,55
"CB21 5",5556,2722,1910,723,158,43
"CB21 6",1565,803,550,165,33,14
"CB22 3",7765,3565,2842,1007,278,73
"CB22 4",4311,2269,1488,427,109,18
"CB22 5",7617,3968,2487,900,210,52
"CB22 6",1232,619,415,153,31,14
"CB22 7",3100,1610,1011,378,74,27
"CB23 1",2656,1446,853,269,71,17
"CB23 2",1961,1015,651,221,56,18
"CB23 3",3452,1912,1061,362,91,26
"CB23 4",1081,569,352,132,20,8
"CB23 5",2337,1535,649,110,27,16
"CB23 6",5849,3675,1738,318,94,24
"CB23 7",8509,4557,2889,839,163,61
"CB23 8",5040,2475,1876,545,117,27
"CB24 3",4184,2227,1452,393,86,26
"CB24 4",3319,1784,1119,310,77,29
"CB24 5",6877,3592,2379,717,154,35
"CB24 6",4251,2238,1511,413,70,19
"CB24 8",6543,3368,2171,751,185,68
"CB24 9",7866,4021,2634,920,240,51
"CB25 0",8216,4190,2789,932,243,62
"CB25 9",10048,5107,3407,1118,324,92
"CB3  0",8737,5284,2579,667,173,34
"CB3  9",7533,4852,2083,471,94,33
"CB4  1",15887,8186,5258,1747,533,163
"CB4  2",14379,6789,5107,1771,575,137
"CB4  3",11632,6040,3902,1236,355,99
"CB5  8",11036,5478,3770,1259,407,122
"CB6  1",12422,5522,4563,1737,469,131
"CB6  2",11941,5842,4250,1393,365,91
"CB6  3",14012,6975,5005,1558,377,97
"CB7  4",8619,4153,3086,1046,275,59
"CB7  5",17997,8768,6262,2255,544,168
"CB8  0",9676,4466,3484,1226,394,106
"CB8  7",6488,3196,2316,763,170,43
"CB8  8",9159,4477,3271,1081,265,65
"CB8  9",7918,3909,2722,960,241,86
"CB9  0",8371,3877,3020,1060,332,82
"CB9  7",9770,4760,3522,1126,279,83
"CB9  8",6076,2683,2241,803,272,77
"CB9  9",8654,4197,3055,996,319,87
"CH1  1",900,452,285,119,38,6
"CH1  2",949,458,343,106,31,11
"CH1  3",3633,1524,1189,557,264,99
"CH1  4",6733,3573,2297,682,142,39
"CH1  5",13407,5704,4590,1984,883,246
"CH1  6",4938,2429,1641,619,199,50
"CH2  1",9382,4632,3094,1177,358,121
"CH2  2",7705,3901,2518,948,279,59
"CH2  3",9639,5038,2972,1125,376,128
"CH2  4",7595,4022,2387,842,267,77
"CH3  5",12255,6100,4074,1470,465,146
"CH3  6",4832,2502,1668,490,141,31
"CH3  7",6872,3724,2157,760,189,42
"CH3  8",3991,2149,1235,471,104,32
"CH3  9",4060,2148,1320,432,135,25
"CH4  0",10233,5155,3379,1232,369,98
"CH4  7",7050,3498,2367,885,228,72
"CH4  8",11474,5660,3737,1426,517,134
"CH4  9",3540,1958,1094,350,102,36
"CH41 0",3637,1774,1092,485,226,60
"CH41 1",526,221,184,72,40,9
"CH41 2",2943,1161,935,498,270,79
"CH41 3",1286,398,373,293,166,56
"CH41 4",2994,1217,849,544,286,98
"CH41 5",738,286,279,108,48,17
"CH41 6",147,52,56,24,10,5
"CH41 7",2241,897,659,410,212,63
"CH41 8",2528,1011,734,478,234,71
"CH41 9",1627,689,523,257,121,37
"CH42 0",2712,1269,827,350,197,69
"CH42 1",3342,1323,1046,569,304,100
"CH42 2",2209,947,688,373,149,52
"CH42 3",2641,1091,778,418,284,70
"CH42 4",3930,1645,1263,655,293,74
"CH42 5",3073,1396,953,450,211,63
"CH42 6",4402,1999,1446,615,257,85
"CH42 7",2307,1017,714,371,155,50
"CH42 8",2521,1283,767,297,133,41
"CH42 9",3919,1931,1212,515,202,59
"CH43 0",5411,2681,1774,649,233,74
"CH43 1",2750,1162,879,475,184,50
"CH43 2",4378,2057,1540,538,191,52
"CH43 3",2596,1185,790,378,204,39
"CH43 4",2866,1123,838,585,266,54
"CH43 5",3573,1727,1160,455,189,42
"CH43 6",1718,744,534,302,106,32
"CH43 7",5742,2650,1743,825,412,112
"CH43 8",1730,803,581,246,76,24
"CH43 9",8152,3829,2528,1120,513,162
"CH44 0",3111,1340,970,477,235,89
"CH44 1",2764,1278,889,383,164,50
"CH44 2",2766,1218,967,392,158,31
"CH44 3",2470,1118,843,319,134,56
"CH44 4",4346,1814,1481,684,281,86
"CH44 5",3069,1201,1022,522,253,71
"CH44 6",2581,1068,780,456,214,63
"CH44 7",1807,672,540,363,181,51
"CH44 8",3180,1271,1033,559,252,65
"CH44 9",3820,1797,1222,515,213,73
"CH45 0",1675,831,558,199,70,17
"CH45 1",2787,1229,898,441,164,55
"CH45 2",2531,897,820,519,242,53
"CH45 3",2549,1207,871,332,115,24
"CH45 4",3881,1797,1310,522,191,61
"CH45 5",4846,2380,1587,622,212,45
"CH45 6",2509,1283,846,262,87,31
"CH45 7",3467,1531,1140,524,203,69
"CH45 8",4498,2136,1491,580,233,58
"CH45 9",2112,934,714,329,113,22
"CH46 0",3699,1553,1288,581,218,59
"CH46 1",2755,1327,847,340,183,58
"CH46 2",2699,1206,796,421,210,66
"CH46 3",1835,904,616,207,89,19
"CH46 5",523,263,170,62,21,7
"CH46 6",5372,2621,1692,671,300,88
"CH46 7",2665,1046,805,455,256,103
"CH46 8",3033,1214,909,546,274,90
"CH46 9",2899,1123,971,492,249,64
"CH47 0",628,360,189,58,12,9
"CH47 1",665,338,191,94,30,12
"CH47 2",2103,980,691,320,80,32
"CH47 3",2305,1206,719,274,79,27
"CH47 4",933,416,310,133,56,18
"CH47 5",788,421,212,77,74,4
"CH47 6",916,499,274,116,25,2
"CH47 7",1244,672,385,130,46,11
"CH47 9",1327,666,458,144,45,14
"CH48 0",1764,902,537,240,62,23
"CH48 1",899,526,286,65,19,3
"CH48 2",1367,800,382,148,28,9
"CH48 3",1381,698,434,184,54,11
"CH48 4",812,367,271,130,34,10
"CH48 5",2694,1323,822,396,127,26
"CH48 6",2089,955,629,320,137,48
"CH48 7",617,360,173,63,17,4
"CH48 8",1301,727,384,133,42,15
"CH48 9",2282,1121,786,279,73,23
"CH49 0",1747,741,588,265,116,37
"CH49 1",2453,1331,768,262,76,16
"CH49 2",3664,1800,1254,442,123,45
"CH49 3",3294,1484,1100,506,147,57
"CH49 4",5099,2362,1588,752,301,96
"CH49 5",1557,630,532,284,79,32
"CH49 6",4085,1982,1305,543,196,59
"CH49 7",2287,1024,656,333,200,74
"CH49 8",2699,1085,784,471,272,87
"CH49 9",1892,818,569,288,157,60
"CH5  1",8576,3697,2930,1317,474,158
"CH5  2",7286,3321,2430,1031,385,119
"CH5  3",9889,5336,3073,1095,306,79
"CH5  4",16774,8223,5646,2065,664,176
"CH6  5",13187,6196,4246,1832,699,214
"CH6  6",3931,1816,1238,614,210,53
"CH60 0",1280,689,385,151,47,8
"CH60 1",1892,1069,564,207,39,13
"CH60 2",1510,818,469,162,47,14
"CH60 3",1018,565,340,85,26,2
"CH60 4",790,395,280,96,17,2
"CH60 5",1928,979,611,230,90,18
"CH60 6",1267,691,402,134,29,11
"CH60 7",1215,571,394,201,40,9
"CH60 8",970,559,311,85,12,3
"CH60 9",1214,582,445,140,36,11
"CH61 0",498,275,154,54,10,5
"CH61 1",1220,612,406,151,35,16
"CH61 2",619,319,197,71,27,5
"CH61 3",1576,681,522,247,95,31
"CH61 4",2867,1410,956,378,90,33
"CH61 5",2599,1171,859,386,148,35
"CH61 6",2406,1165,734,351,113,43
"CH61 7",1923,871,634,306,85,27
"CH61 8",2154,848,729,409,140,28
"CH61 9",1728,791,581,245,71,40
"CH62 0",1094,596,313,119,53,13
"CH62 1",3131,1369,1004,479,214,65
"CH62 2",3535,1708,1135,475,171,46
"CH62 3",1162,633,356,125,38,10
"CH62 4",1890,890,609,269,92,30
"CH62 5",2331,1005,690,432,162,42
"CH62 6",3919,1942,1375,462,113,27
"CH62 7",3453,1551,1112,502,212,76
"CH62 8",4862,2298,1587,656,245,76
"CH62 9",3355,1425,1049,528,282,71
"CH63 0",4629,2325,1604,522,139,39
"CH63 1",307,137,113,37,12,8
"CH63 2",5002,2532,1523,668,204,75
"CH63 3",4382,2107,1368,585,243,79
"CH63 4",328,183,98,33,12,2
"CH63 5",4120,2153,1239,508,165,55
"CH63 6",533,238,140,71,32,52
"CH63 7",3936,1842,1231,567,241,55
"CH63 8",2977,1471,1002,384,90,30
"CH63 9",4383,2141,1466,596,137,43
"CH64 0",2874,1394,982,355,121,22
"CH64 1",1428,761,463,138,54,12
"CH64 2",1197,587,420,141,39,10
"CH64 3",1997,943,649,278,100,27
"CH64 4",2756,1284,956,385,106,25
"CH64 5",922,467,332,97,20,6
"CH64 6",2928,1415,973,389,119,32
"CH64 7",292,129,107,42,12,2
"CH64 8",153,78,55,17,3,0
"CH64 9",4374,1993,1434,668,224,55
"CH65 0",1176,468,363,208,95,42
"CH65 2",2588,986,837,461,234,70
"CH65 3",1138,538,390,130,57,23
"CH65 4",878,377,340,101,44,16
"CH65 5",3385,1460,1094,536,225,70
"CH65 6",3195,1531,1051,445,138,30
"CH65 7",3659,1564,1230,571,218,76
"CH65 8",4688,1994,1589,684,325,96
"CH65 9",5664,2668,1867,759,286,84
"CH66 1",6055,2614,1939,1011,382,109
"CH66 2",12803,6731,4232,1344,385,111
"CH66 3",6076,2690,2003,926,355,102
"CH66 4",8583,4257,2881,1065,298,82
"CH66 5",1004,505,313,144,35,7
"CH66 6",385,221,109,38,11,6
"CH66 7",186,97,69,17,2,1
"CH7  1",10058,4928,3251,1312,442,125
"CH7  2",9549,4460,3185,1306,486,112
"CH7  3",6249,3272,1944,759,214,60
"CH7  4",6061,2954,2009,767,239,92
"CH7  5",6640,3425,2083,839,224,69
"CH7  6",11509,5914,3745,1338,414,98
"CH8  7",9138,4269,2899,1319,509,142
"CH8  8",6200,3024,2071,782,250,73
"CH8  9",5341,2416,1613,865,351,96
"CM0  7",8332,3756,2965,1151,349,111
"CM0  8",7671,3187,2949,1153,297,85
"CM1  1",3582,1873,1216,369,93,31
"CM1  2",15985,7579,5505,2118,625,158
"CM1  3",8527,4087,3068,1043,264,65
"CM1  4",13114,6326,4600,1656,418,114
"CM1  6",13344,7141,4507,1290,323,83
"CM1  7",8310,4032,2870,1076,242,90
"CM11 1",7237,3997,2384,671,142,43
"CM11 2",11764,5866,4095,1325,364,114
"CM12 0",12334,6317,4262,1367,303,85
"CM12 9",7488,3752,2512,905,258,61
"CM13 1",8383,4115,2834,1041,323,70
"CM13 2",10236,5229,3406,1209,310,82
"CM13 3",5875,2693,1971,870,248,93
"CM14 4",10536,5563,3504,1106,282,81
"CM14 5",9210,5011,2922,947,264,66
"CM15 0",8835,4567,2940,972,265,91
"CM15 8",5759,3229,1867,518,119,26
"CM15 9",8812,4201,2966,1199,340,106
"CM16 4",3688,1811,1182,514,123,58
"CM16 5",3512,1722,1145,451,163,31
"CM16 6",8034,3929,2694,1015,314,82
"CM16 7",6862,3533,2333,751,192,53
"CM17 0",6859,3131,2440,932,269,87
"CM17 9",14437,7639,4858,1430,385,125
"CM18 6",12859,5359,4630,2068,617,185
"CM18 7",11566,5075,4178,1642,521,150
"CM19 4",10841,4852,3945,1457,459,128
"CM19 5",7970,3624,2909,1027,334,76
"CM2  0",5299,2755,1791,584,119,50
"CM2  6",14995,8129,5055,1360,341,110
"CM2  7",8423,3903,3018,1135,271,96
"CM2  8",14882,7122,5299,1916,443,102
"CM2  9",14653,7621,5042,1523,368,99
"CM20 1",6371,2977,2274,841,210,69
"CM20 2",4013,1820,1408,588,161,36
"CM20 3",11016,4424,4145,1705,561,181
"CM21 0",4308,2056,1513,514,173,52
"CM21 9",6530,3252,2351,702,178,47
"CM22 6",6840,3422,2417,745,198,58
"CM22 7",6392,3338,2112,735,161,46
"CM23 1",1552,844,535,134,33,6
"CM23 2",7264,3829,2425,774,190,46
"CM23 3",9337,4753,3201,1047,272,64
"CM23 4",13349,7597,4383,1055,245,69
"CM23 5",9113,4795,3073,958,216,71
"CM24 8",6669,3465,2282,715,166,41
