
"QS406EW - Household size"
"ONS Crown Copyright Reserved [from Nomis on 12 August 2018]"
"Population :","All household spaces with at least one usual resident"
"Units      :","Household spaces"
"Date       :","2011"
"Rural Urban:","Total"

"postcode sector","All categories: Household size","1 person in household","2 people in household","3 people in household","4 people in household","5 people in household","6 people in household","7 people in household","8 or more people in household"
"BH11 8",4137,1237,1329,757,513,195,77,14,15
"BH11 9",4398,1217,1785,684,495,152,41,20,4
"BH12 1",2818,903,1047,443,296,90,23,11,5
"BH12 2",3399,1006,1168,577,433,164,37,11,3
"BH12 3",3447,1100,1138,556,435,134,55,19,10
"BH12 4",3473,886,1261,586,441,191,78,12,18
"BH12 5",1669,418,644,267,226,77,24,10,3
"BH13 6",2392,1016,1057,175,97,35,9,3,0
"BH13 7",1874,717,809,170,118,40,16,2,2
"BH14 0",3095,1110,1010,430,369,119,43,8,6
"BH14 8",4419,1566,1747,501,452,120,26,5,2
"BH14 9",3008,878,1059,447,455,120,42,4,3
"BH15 1",3050,1373,1043,371,185,57,12,7,2
"BH15 2",2615,878,858,417,300,113,37,1,11
"BH15 3",4698,1252,1738,755,647,228,56,16,6
"BH15 4",4156,1214,1604,655,469,147,56,7,4
"BH16 5",4495,1154,1633,772,618,220,66,19,13
"BH16 6",2061,510,885,257,297,82,24,4,2
"BH17 7",3847,1074,1469,616,483,153,40,8,4
"BH17 8",3021,771,1014,585,443,135,57,12,4
"BH17 9",2686,655,970,488,412,130,24,5,2
"BH18 8",2035,599,827,265,246,74,18,5,1
"BH18 9",2541,467,1029,410,494,110,22,9,0
"BH19 1",2006,786,822,180,151,49,17,0,1
"BH19 2",2498,815,972,308,267,98,27,6,5
"BH19 3",848,238,397,91,67,35,16,4,0
"BH2  5",2572,1366,862,197,105,23,8,6,5
"BH2  6",2204,1182,714,204,78,14,10,2,0
"BH20 4",2557,860,997,343,244,83,25,3,2
"BH20 5",1733,492,720,227,207,65,19,2,1
"BH20 6",2256,535,828,366,339,138,37,8,5
"BH20 7",1946,496,787,308,248,80,21,3,3
"BH21 1",4807,1630,1865,580,539,151,31,9,2
"BH21 2",3759,888,1555,556,551,164,42,2,1
"BH21 3",4128,926,1565,710,642,217,48,12,8
"BH21 4",848,179,316,126,145,58,13,7,4
"BH21 5",978,220,407,161,131,44,12,2,1
"BH21 6",560,109,233,95,75,28,14,4,2
"BH21 7",1586,348,714,227,199,68,28,1,1
"BH21 8",201,35,77,46,24,15,4,0,0
"BH22 0",3492,1041,1595,393,355,72,29,6,1
"BH22 8",4673,1226,1988,654,545,181,65,8,6
"BH22 9",4034,1364,1771,442,329,100,23,3,2
"BH23 1",2701,1049,948,340,259,83,18,3,1
"BH23 2",4931,1305,1830,695,762,257,60,15,7
"BH23 3",3955,1348,1349,555,454,175,61,12,1
"BH23 4",4600,1457,2088,481,414,127,30,3,0
"BH23 5",3373,1236,1435,316,256,98,24,4,4
"BH23 6",184,32,77,29,29,14,2,1,0
"BH23 7",1831,455,707,303,250,81,29,5,1
"BH23 8",1962,436,849,305,235,97,34,5,1
"BH24 1",4520,1355,1703,638,572,190,44,11,7
"BH24 2",3040,689,1614,358,264,84,26,3,2
"BH24 3",1990,489,788,299,298,77,27,11,1
"BH24 4",585,170,230,85,73,18,7,1,1
"BH25 5",5410,1605,2152,799,610,179,46,10,9
"BH25 6",3206,1290,1197,347,240,87,31,8,6
"BH25 7",3300,1042,1666,285,225,58,18,3,3
"BH3  7",2295,671,802,326,285,122,62,12,15
"BH31 6",4182,948,1664,697,635,188,38,8,4
"BH31 7",1319,261,621,164,208,47,15,3,0
"BH4  8",2935,1402,1135,239,107,37,11,4,0
"BH4  9",2186,1035,817,194,103,28,6,0,3
"BH5  1",3519,1859,1139,335,128,37,11,3,7
"BH5  2",2125,772,671,303,253,89,27,6,4
"BH6  3",4283,1770,1511,468,354,133,33,7,7
"BH6  4",1811,660,808,170,132,27,10,3,1
"BH6  5",3964,1176,1307,629,567,218,46,16,5
"BH7  6",3473,1095,1142,534,479,159,40,15,9
"BH7  7",1492,422,487,255,222,74,22,4,6
"BH8  0",3041,917,967,523,440,137,41,8,8
"BH8  8",5457,2336,1540,764,486,217,82,23,9
"BH8  9",3466,1105,1218,488,440,162,37,9,7
"BH9  1",4771,1281,1354,737,846,361,154,22,16
"BH9  2",3312,819,1026,503,555,232,152,17,8
"BH9  3",4111,1126,1390,671,624,225,58,12,5
"BL0  0",2469,762,908,383,302,94,15,2,3
"BL0  9",5239,1495,1881,873,735,211,33,11,0
"BL1  1",218,121,68,18,5,2,3,0,1
"BL1  2",2136,1108,513,229,144,68,47,16,11
"BL1  3",4254,1690,1110,593,429,228,138,35,31
"BL1  4",3947,1611,1073,540,347,169,120,36,51
"BL1  5",5006,1405,1713,829,710,239,76,17,17
"BL1  6",3727,1182,1234,597,484,165,52,7,6
"BL1  7",3541,1010,1264,549,515,149,35,9,10
"BL1  8",4415,1551,1183,626,522,294,152,58,29
"BL2  1",1695,722,491,208,149,61,40,14,10
"BL2  2",3826,1425,1149,622,432,135,48,6,9
"BL2  3",3749,1070,1431,595,499,125,19,9,1
"BL2  4",1993,467,830,315,294,64,21,2,0
"BL2  5",4006,1348,1254,658,456,195,69,18,8
"BL2  6",4591,1363,1619,825,558,168,42,9,7
"BL3  1",5265,1456,1914,913,713,203,50,13,3
"BL3  2",3485,1096,922,493,435,239,186,58,56
"BL3  3",5678,1682,1559,948,798,374,207,67,43
"BL3  4",5775,1891,1777,820,710,311,169,50,47
"BL3  5",3023,1124,655,394,354,245,155,53,43
"BL3  6",1944,727,430,245,210,160,110,36,26
"BL4  0",3999,1059,1261,711,591,256,91,21,9
"BL4  7",3049,1163,934,422,320,122,55,15,18
"BL4  8",3500,1150,1122,613,414,139,48,8,6
"BL4  9",3723,1384,1082,577,427,167,63,17,6
"BL5  1",1184,316,510,175,128,44,7,3,1
"BL5  2",5073,1266,1702,983,803,230,73,12,4
"BL5  3",5247,1579,1917,893,632,177,41,7,1
"BL6  4",2357,463,932,435,378,110,32,5,2
"BL6  5",4322,1234,1596,700,591,146,48,6,1
"BL6  6",3059,920,1125,514,365,101,28,6,0
"BL6  7",2952,1037,1004,457,329,94,27,4,0
"BL7  0",1325,306,524,241,180,65,6,2,1
"BL7  8",300,82,121,50,33,10,3,0,1
"BL7  9",4760,1273,1822,767,687,156,46,7,2
"BL8  1",5309,1381,1967,931,728,217,64,10,11
"BL8  2",4466,1338,1645,686,592,160,36,5,4
"BL8  3",3359,821,1240,620,516,122,28,7,5
"BL8  4",1752,393,726,291,264,62,15,1,0
"BL9  0",1039,409,281,137,91,51,40,11,19
"BL9  5",2716,834,893,437,336,131,57,16,12
"BL9  6",3916,1415,1234,637,398,159,51,19,3
"BL9  7",4279,1474,1345,645,489,204,86,27,9
"BL9  8",3962,1074,1426,700,538,157,42,19,6
"BL9  9",4536,1534,1372,682,527,242,117,33,29
"BN1  1",1008,430,374,108,68,13,15,0,0
"BN1  2",2878,1478,998,250,109,26,12,4,1
"BN1  3",5735,2740,2075,517,292,83,16,5,7
"BN1  4",4011,1606,1317,513,346,139,67,10,13
"BN1  5",4314,1261,1510,689,610,185,45,7,7
"BN1  6",7480,2560,2361,1125,991,333,86,18,6
"BN1  7",3305,957,972,561,493,238,55,22,7
"BN1  8",5928,1581,2020,1045,886,299,74,18,5
"BN1  9",1850,493,500,306,317,137,73,16,8
"BN10 7",3932,1166,1424,641,481,158,43,14,5
"BN10 8",4171,1270,1627,580,463,165,46,19,1
"BN11 1",2264,1008,677,285,205,62,18,8,1
"BN11 2",4209,1739,1288,538,444,127,58,11,4
"BN11 3",2499,1440,728,199,88,28,12,4,0
"BN11 4",4403,2243,1282,457,294,92,27,4,4
"BN11 5",3003,1197,969,336,379,74,44,2,2
"BN12 4",3523,1094,1410,437,426,120,28,5,3
"BN12 5",2288,866,1041,199,128,41,11,1,1
"BN12 6",3461,1038,1311,497,416,132,48,14,5
"BN13 1",3628,1230,1190,567,466,122,40,11,2
"BN13 2",4608,1435,1677,687,544,183,67,10,5
"BN13 3",3620,870,1436,564,508,175,48,12,7
"BN14 0",2621,774,1111,337,299,67,30,3,0
"BN14 7",4471,1367,1367,730,728,208,63,7,1
"BN14 8",2738,813,807,465,424,157,60,5,7
"BN14 9",3078,874,1027,490,498,138,44,4,3
"BN15 0",3535,991,1371,520,471,127,37,13,5
"BN15 8",3913,1567,1474,472,295,81,17,4,3
"BN15 9",4773,1422,1683,775,620,198,53,14,8
"BN16 1",3064,1025,1228,382,310,89,25,4,1
"BN16 2",3523,1253,1640,317,230,69,12,2,0
"BN16 3",3783,1432,1316,500,396,103,25,10,1
"BN16 4",2808,728,1096,397,400,130,47,7,3
"BN17 5",3264,1529,1055,336,210,75,43,12,4
"BN17 6",5747,1590,2091,986,753,239,66,14,8
"BN17 7",3406,1022,1124,559,452,175,57,11,6
"BN18 0",3351,903,1282,500,436,152,60,12,6
"BN18 9",2308,823,894,271,237,61,18,4,0
"BN2  0",3339,1546,951,377,318,84,56,5,2
"BN2  1",5946,3175,1986,465,218,61,29,7,5
"BN2  3",5127,1772,1408,743,682,349,140,21,12
"BN2  4",6005,1568,1643,1071,920,525,209,45,24
"BN2  5",5741,2172,1820,826,568,219,103,20,13
"BN2  6",3924,917,1422,734,546,221,64,14,6
"BN2  7",1967,646,778,251,212,70,9,1,0
"BN2  8",3852,1247,1441,548,439,129,39,4,5
"BN2  9",4789,1508,1531,758,651,250,75,8,8
"BN20 0",772,211,408,76,49,20,6,2,0
"BN20 7",2940,1434,1105,201,152,37,8,2,1
"BN20 8",3471,1049,1105,590,517,156,35,16,3
"BN20 9",2333,686,1037,276,237,71,19,6,1
"BN21 1",3340,1383,1123,360,319,105,37,11,2
"BN21 2",4362,1903,1543,407,330,131,36,8,4
"BN21 3",2797,1415,808,274,153,71,51,13,12
"BN21 4",2307,1197,810,181,78,32,7,1,1
"BN22 0",4074,1150,1553,619,499,171,63,16,3
"BN22 7",2263,899,739,292,229,71,27,3,3
"BN22 8",4300,1322,1364,669,609,242,69,16,9
"BN22 9",3153,897,1089,549,403,148,54,6,7
"BN23 5",2965,930,1259,419,251,76,27,2,1
"BN23 6",3023,986,1116,422,349,102,40,7,1
"BN23 7",3402,1154,1331,466,296,108,36,7,4
"BN23 8",3124,747,1038,556,485,202,71,15,10
"BN24 5",2537,560,1026,392,410,110,29,6,4
"BN24 6",1540,577,675,132,104,32,18,1,1
"BN25 1",2344,1016,842,233,178,54,18,3,0
"BN25 2",3335,1072,1440,414,284,91,26,6,2
"BN25 3",3838,1099,1520,550,438,150,67,10,4
"BN25 4",1277,326,632,135,134,36,10,4,0
"BN26 5",2988,1058,1230,328,265,76,23,5,3
"BN26 6",2452,854,1011,275,223,70,16,1,2
"BN27 1",2669,745,1068,353,357,104,30,8,4
"BN27 2",2232,756,733,320,248,113,50,8,4
"BN27 3",4633,1343,1851,632,529,192,61,16,9
"BN27 4",1785,451,714,278,213,90,31,6,2
"BN3  1",5775,2761,2061,553,312,68,12,8,0
"BN3  2",4018,2071,1407,361,136,34,6,1,2
"BN3  3",7192,3602,2367,802,324,68,27,1,1
"BN3  4",3535,1377,1124,487,382,122,36,6,1
"BN3  5",5216,1843,1597,823,711,185,47,3,7
"BN3  6",4602,1241,1597,743,690,255,61,10,5
"BN3  7",4011,1070,1156,766,639,259,102,13,6
"BN3  8",3375,976,1196,534,441,148,55,15,10
"BN41 1",2691,760,833,542,372,132,42,6,4
"BN41 2",5887,1535,2053,1099,816,281,83,12,8
"BN42 4",4225,1244,1423,732,583,175,52,13,3
"BN43 5",5201,1726,1929,761,620,125,28,7,5
"BN43 6",4768,1456,1662,752,630,181,56,25,6
"BN44 3",4416,1382,1604,606,614,166,33,8,3
"BN45 7",273,68,105,44,32,15,8,0,1
"BN5  9",3051,887,1184,422,389,129,33,2,5
"BN6  8",3794,1119,1455,498,533,155,27,3,4
"BN6  9",3480,930,1201,521,591,178,48,6,5
"BN7  1",3504,1012,1178,558,526,181,43,5,1
"BN7  2",3832,1444,1221,550,410,155,45,7,0
"BN7  3",1626,383,602,267,263,86,17,5,3
"BN8  4",2361,528,928,347,393,130,27,7,1
"BN8  5",2577,670,1016,395,357,106,27,5,1
"BN8  6",1673,393,627,290,247,74,32,9,1
"BN9  0",1650,419,640,286,229,55,17,3,1
"BN9  9",4166,1331,1440,633,504,185,53,11,9
"BR1  1",239,96,85,28,26,3,1,0,0
"BR1  2",4537,1190,1464,757,776,287,51,9,3
"BR1  3",5760,2120,1809,903,650,204,63,9,2
"BR1  4",5999,2067,1731,961,772,343,97,17,11
"BR1  5",6832,1958,1972,1247,1004,454,145,28,24
"BR2  0",5476,2054,1746,832,614,188,34,6,2
"BR2  6",944,228,349,161,135,53,17,0,1
"BR2  7",3495,828,1108,595,671,235,51,5,2
"BR2  8",4341,1162,1423,766,645,273,56,9,7
"BR2  9",4746,1565,1408,855,662,190,55,5,6
"BR3  1",4491,1944,1427,579,361,141,25,11,3
"BR3  3",4905,1124,1462,926,973,330,75,13,2
"BR3  4",5711,2006,1701,985,728,212,57,19,3
"BR3  5",3586,1616,1251,412,217,69,17,2,2
"BR3  6",2400,775,799,310,345,131,32,5,3
"BR4  0",3345,714,974,622,739,245,42,4,5
"BR4  9",3869,946,1287,633,715,224,54,8,2
"BR5  1",4684,1009,1753,763,861,242,37,12,7
"BR5  2",5279,1608,1557,969,724,300,95,18,8
"BR5  3",4410,1414,1262,792,560,277,82,16,7
"BR5  4",4421,1387,1445,709,521,258,70,22,9
"BR6  0",4010,1192,1381,631,561,181,48,11,5
"BR6  6",2656,604,964,484,413,143,40,8,0
"BR6  7",3424,1041,1215,518,453,144,42,9,2
"BR6  8",3292,840,1148,527,508,200,54,14,1
"BR6  9",5920,1503,2029,1004,978,339,61,5,1
"BR7  5",2845,850,1012,463,372,113,29,5,1
"BR7  6",4228,1164,1405,714,696,184,55,7,3
"BR8  7",6320,1896,2084,1060,894,284,77,21,4
"BR8  8",2835,700,961,522,459,127,47,9,10
"BS1  1",431,163,129,50,36,28,16,6,3
"BS1  2",108,44,27,3,7,8,12,4,3
"BS1  3",836,498,208,48,45,26,8,3,0
"BS1  4",304,175,97,17,6,6,1,1,1
"BS1  5",1471,731,414,116,76,55,44,20,15
"BS1  6",2380,1268,773,185,92,32,16,7,7
"BS10 5",3737,1020,1172,662,510,250,96,17,10
"BS10 6",4453,1527,1440,699,508,189,70,13,7
"BS10 7",3557,1217,1247,521,370,132,54,13,3
"BS11 0",4202,1445,1321,718,457,158,77,14,12
"BS11 9",3226,905,1155,504,434,154,56,8,10
"BS13 0",3227,1046,1046,535,341,167,66,19,7
"BS13 7",3452,941,1238,536,520,162,40,12,3
"BS13 8",3182,1007,1094,496,384,124,59,13,5
"BS13 9",2697,911,830,390,352,143,52,10,9
"BS14 0",3517,759,1385,597,550,172,46,6,2
"BS14 8",3411,1110,1192,519,399,136,43,9,3
"BS14 9",4956,1466,1790,766,656,188,68,15,7
"BS15 1",5070,1550,1802,796,630,193,73,15,11
"BS15 3",3692,1018,1349,532,587,158,41,4,3
"BS15 4",4791,1403,1750,750,604,213,55,14,2
"BS15 8",3224,1003,1129,526,404,121,28,9,4
"BS15 9",3352,892,1220,567,481,138,44,7,3
"BS16 1",4235,1409,1472,591,448,195,88,17,15
"BS16 2",3906,1336,1287,562,440,176,67,27,11
"BS16 3",2926,1037,916,399,322,140,72,20,20
"BS16 4",3770,1120,1250,592,478,210,75,31,14
"BS16 5",4527,1703,1432,606,525,200,47,11,3
"BS16 6",4309,1082,1585,609,752,211,61,7,2
"BS16 7",3007,622,992,541,655,165,28,3,1
"BS16 9",4110,1013,1544,665,606,213,49,15,5
"BS2  0",1598,764,566,150,69,31,11,4,3
"BS2  8",2691,1247,707,260,242,101,84,22,28
"BS2  9",2905,1067,921,455,236,101,70,31,24
"BS20 0",2107,597,838,299,268,86,15,3,1
"BS20 6",3607,1191,1344,470,433,130,25,4,10
"BS20 7",4838,1355,1776,717,770,165,43,8,4
"BS20 8",2528,616,1116,353,334,91,17,1,0
"BS21 5",2101,627,712,367,295,79,16,5,0
"BS21 6",3836,1139,1416,558,513,159,41,7,3
"BS21 7",4280,1443,1756,480,443,119,35,2,2
"BS22 6",3651,1253,1326,470,417,140,37,2,6
"BS22 7",4170,1015,1434,770,692,194,51,11,3
"BS22 8",4765,1461,1841,691,547,176,37,7,5
"BS22 9",3652,926,1577,514,446,135,43,9,2
"BS23 1",2553,1466,643,226,132,52,24,6,4
"BS23 2",4676,2200,1634,445,282,76,27,5,7
"BS23 3",5544,2176,1623,817,594,231,75,14,14
"BS23 4",3470,1363,1174,407,355,124,35,5,7
"BS24 0",830,167,380,116,115,38,10,3,1
"BS24 6",137,37,43,20,19,11,4,3,0
"BS24 7",3219,725,1072,644,534,179,50,11,4
"BS24 8",987,255,476,125,91,26,11,1,2
"BS24 9",2662,739,1124,399,278,87,26,6,3
"BS25 1",1948,573,780,259,232,73,26,2,3
"BS25 5",664,177,290,81,83,27,4,1,1
"BS26 2",2070,464,839,299,349,88,28,2,1
"BS27 3",2975,852,1109,399,425,143,42,5,0
"BS28 4",1330,311,514,190,207,81,18,4,5
"BS29 6",1265,341,521,188,134,59,18,1,3
"BS3  1",4048,1484,1361,547,496,116,31,8,5
"BS3  2",2629,809,892,439,345,107,28,7,2
"BS3  3",3053,1109,1222,413,233,58,10,6,2
"BS3  4",3676,1371,1328,516,350,73,28,9,1
"BS3  5",3363,943,1168,579,454,151,59,4,5
"BS30 5",1994,463,713,320,371,87,30,5,5
"BS30 6",1430,344,557,232,204,70,20,2,1
"BS30 7",1478,358,514,237,293,61,13,2,0
"BS30 8",4339,1228,1544,708,622,181,44,11,1
"BS30 9",3280,854,1278,474,477,153,35,6,3
"BS31 1",3378,1186,1176,411,435,145,23,2,0
"BS31 2",3546,977,1286,561,526,138,47,8,3
"BS31 3",1680,403,681,223,271,82,18,1,1
"BS32 0",3008,820,934,549,537,143,19,4,2
"BS32 4",1722,386,673,266,268,96,27,3,3
"BS32 8",3304,777,1088,613,619,166,34,5,2
"BS32 9",1962,532,675,349,327,63,15,0,1
"BS34 5",3460,1036,1157,578,474,167,34,12,2
"BS34 6",2702,777,1011,374,389,110,34,6,1
"BS34 7",2990,962,943,448,430,166,33,4,4
"BS34 8",3411,871,1212,577,565,142,36,6,2
"BS35 1",2777,742,1108,400,386,101,32,5,3
"BS35 2",2702,720,994,430,402,118,28,8,2
"BS35 3",1335,339,588,182,172,44,4,5,1
"BS35 4",2026,530,742,330,287,103,27,6,1
"BS35 5",257,55,96,45,44,12,3,2,0
"BS36 1",2544,626,959,405,409,116,22,3,4
"BS36 2",3694,784,1523,535,627,166,49,7,3
"BS37 4",3426,976,1247,548,438,161,43,6,7
"BS37 5",3261,958,1126,506,454,158,48,8,3
"BS37 6",3387,862,1385,479,479,144,28,6,4
"BS37 7",2595,480,968,462,492,141,43,7,2
"BS37 8",2445,531,767,489,456,147,44,9,2
"BS37 9",323,71,125,56,47,20,3,0,1
"BS39 4",991,203,378,146,188,52,16,5,3
"BS39 5",1763,397,642,267,297,121,33,5,1
"BS39 6",1186,253,471,192,201,54,13,2,0
"BS39 7",2185,591,805,339,326,82,32,5,5
"BS4  1",4960,1346,1406,915,716,374,152,32,19
"BS4  2",4173,1322,1312,652,591,210,62,15,9
"BS4  3",3973,1306,1414,617,439,146,37,8,6
"BS4  4",5436,1683,1962,877,644,185,69,11,5
"BS4  5",1580,467,526,256,222,75,24,5,5
"BS40 5",1858,466,738,265,256,92,31,6,4
"BS40 6",920,214,376,127,131,60,9,3,0
"BS40 7",679,174,296,88,84,25,5,6,1
"BS40 8",1552,368,592,244,233,83,26,5,1
"BS40 9",258,55,107,38,42,10,6,0,0
"BS41 8",326,72,135,46,39,22,8,2,2
"BS41 9",2161,545,804,337,347,102,22,3,1
"BS48 1",2325,645,868,347,342,103,15,4,1
"BS48 2",2999,894,1100,437,434,101,29,4,0
"BS48 3",2196,470,870,335,361,123,32,3,2
"BS48 4",2321,545,981,349,322,103,19,1,1
"BS49 4",3422,835,1283,530,561,167,36,7,3
"BS49 5",1422,346,576,195,202,74,23,4,2
"BS5  0",3734,1555,963,474,330,173,125,64,50
"BS5  6",5465,1923,1592,842,519,308,179,52,50
"BS5  7",4829,1635,1631,766,508,182,76,16,15
"BS5  8",4353,1549,1506,615,462,146,59,6,10
"BS5  9",4378,1587,1380,680,405,173,101,36,16
"BS6  5",4689,1755,1518,546,497,204,107,26,36
"BS6  6",5445,1925,1835,637,541,222,152,61,72
"BS6  7",3909,1116,1220,520,722,238,56,21,16
"BS7  0",6357,1867,2095,1062,847,313,132,22,19
"BS7  8",3937,1121,1182,606,666,262,81,11,8
"BS7  9",6043,1714,1843,998,939,364,140,26,19
"BS8  1",1986,859,658,176,124,90,48,18,13
"BS8  2",3240,1255,1086,357,278,121,86,26,31
"BS8  3",2303,851,874,259,217,75,20,2,5
"BS8  4",4183,1684,1547,414,315,136,58,18,11
"BS9  1",2853,876,1116,367,360,105,20,5,4
"BS9  2",2803,802,1017,428,370,126,51,8,1
"BS9  3",3511,1048,1263,499,538,128,29,5,1
"BS9  4",3204,993,1097,475,480,121,30,7,1
"CA1  1",1169,653,289,107,72,23,9,7,9
"CA1  2",5170,1992,1682,734,548,140,58,13,3
"CA1  3",4823,1585,1634,764,587,174,64,11,4
"CA10 1",2409,603,967,358,329,112,29,7,4
"CA10 2",1418,378,625,206,129,57,17,4,2
"CA10 3",1946,547,713,306,281,62,32,4,1
"CA11 0",1847,517,798,223,227,66,13,0,3
"CA11 7",1745,715,577,216,178,46,10,1,2
"CA11 8",3564,1192,1352,479,396,119,20,3,3
"CA11 9",2745,785,998,386,424,124,20,7,1
"CA12 4",2046,617,835,280,220,71,16,6,1
"CA12 5",1474,533,597,163,132,35,10,1,3
"CA13 0",3737,1066,1465,523,507,139,32,4,1
"CA13 9",2917,967,1098,406,315,102,23,4,2
"CA14 1",3628,1005,1347,597,509,145,20,4,1
"CA14 2",2506,1060,785,341,241,56,15,3,5
"CA14 3",3878,1369,1324,591,442,109,32,4,7
"CA14 4",2812,776,1150,414,369,83,18,1,1
"CA14 5",3199,999,1116,537,381,121,43,1,1
"CA15 6",2016,691,730,257,233,83,17,3,2
"CA15 7",2871,802,1056,461,392,113,36,7,4
"CA15 8",2169,701,726,366,248,95,25,5,3
"CA16 6",2758,846,1140,339,305,93,25,6,4
"CA17 4",2152,636,875,281,243,93,19,2,3
"CA18 1",157,57,65,19,8,7,0,1,0
"CA19 1",454,114,195,71,45,25,1,3,0
"CA2  4",4611,1607,1479,734,556,170,51,8,6
"CA2  5",3746,1606,1222,460,304,106,28,16,4
"CA2  6",4409,1678,1528,570,474,133,22,3,1
"CA2  7",5360,1676,1922,839,663,193,56,7,4
"CA20 1",1532,491,625,192,154,57,12,1,0
"CA21 2",443,95,215,66,44,21,2,0,0
"CA22 2",3898,1185,1437,594,474,149,48,10,1
"CA23 3",628,189,240,90,74,29,5,1,0
"CA24 3",528,140,203,62,88,30,3,2,0
"CA25 5",2711,883,911,432,341,118,20,4,2
"CA26 3",1707,509,644,257,210,66,18,3,0
"CA27 0",676,193,252,100,97,28,6,0,0
"CA28 6",4075,980,1534,730,622,161,41,5,2
"CA28 7",1599,889,467,117,88,26,11,1,0
"CA28 8",3669,1053,1284,592,519,167,46,5,3
"CA28 9",3014,886,1036,518,387,148,30,6,3
"CA3  0",2666,741,1069,383,352,104,11,4,2
"CA3  8",153,89,37,11,8,6,2,0,0
"CA3  9",3317,1081,1130,493,451,121,32,5,4
"CA4  0",1352,322,592,196,171,55,11,5,0
"CA4  8",2511,728,1013,366,317,70,10,5,2
"CA4  9",358,95,140,52,51,15,3,2,0
"CA5  6",1581,364,655,233,236,70,20,2,1
"CA5  7",1415,418,566,176,177,62,12,4,0
"CA6  4",1697,389,661,276,272,74,24,1,0
"CA6  5",1497,527,524,196,172,59,14,4,1
"CA6  6",651,156,264,95,99,27,9,1,0
"CA7  0",683,145,282,101,102,41,12,0,0
"CA7  1",638,174,269,84,83,22,5,0,1
"CA7  2",1147,303,457,167,151,49,19,1,0
"CA7  3",1291,383,509,186,138,49,21,2,3
"CA7  4",1793,575,694,224,197,75,19,8,1
"CA7  5",824,221,323,121,105,45,6,3,0
"CA7  8",774,183,324,111,106,43,6,1,0
"CA7  9",2515,806,857,363,356,100,26,3,4
"CA8  1",2155,744,778,276,256,79,19,2,1
"CA8  2",811,224,316,114,110,38,7,1,1
"CA8  7",643,181,277,88,73,14,6,4,0
"CA8  9",955,243,393,149,119,40,9,1,1
"CA9  3",996,380,352,126,104,26,7,0,1
"CB1  1",1596,649,540,209,139,38,20,0,1
"CB1  2",3099,1133,929,434,379,145,62,5,12
"CB1  3",7748,2481,2418,1249,998,409,135,31,27
"CB1  7",1680,424,542,250,305,112,39,4,4
"CB1  8",2231,614,708,390,318,133,53,10,5
"CB1  9",3860,1084,1273,638,607,172,57,19,10
"CB10 1",2044,675,725,239,283,103,19,0,0
"CB10 2",3376,717,1231,594,560,216,51,4,3
"CB11 3",3927,1034,1424,620,599,190,51,5,4
"CB11 4",3295,727,1228,516,548,222,49,3,2
"CB2  0",627,433,121,36,25,12,0,0,0
"CB2  1",1027,476,326,124,67,18,10,1,5
"CB2  3",145,64,47,12,12,4,5,1,0
"CB2  7",62,21,23,7,7,3,0,0,1
"CB2  8",1378,502,467,183,140,61,16,7,2
"CB2  9",1375,458,435,221,175,67,12,3,4
"CB21 4",3421,800,1320,521,552,172,47,8,1
"CB21 5",2287,570,928,304,346,101,28,8,2
"CB21 6",655,173,251,91,98,34,5,0,3
"CB22 3",3251,834,1233,532,485,126,30,8,3
"CB22 4",1750,425,639,303,259,95,21,5,3
"CB22 5",3292,950,1251,463,434,153,32,7,2
"CB22 6",483,91,188,91,77,32,4,0,0
"CB22 7",1284,304,533,179,179,68,15,1,5
"CB23 1",1084,249,440,144,178,58,13,1,1
"CB23 2",800,186,326,117,104,53,9,5,0
"CB23 3",1363,346,463,195,251,83,18,5,2
"CB23 4",456,104,205,53,70,18,6,0,0
"CB23 5",815,136,233,157,210,56,19,2,2
"CB23 6",2149,456,623,416,451,139,51,10,3
"CB23 7",3359,772,1216,518,593,196,54,9,1
"CB23 8",2131,539,837,340,306,80,26,3,0
"CB24 3",1719,397,672,277,275,80,15,3,0
"CB24 4",1343,311,518,200,230,61,18,2,3
"CB24 5",2750,628,1006,454,486,138,31,5,2
"CB24 6",1725,403,659,278,286,80,14,2,3
"CB24 8",2658,689,964,392,442,140,24,5,2
"CB24 9",3242,908,1147,487,499,162,31,7,1
"CB25 0",3413,924,1201,537,546,165,33,7,0
"CB25 9",3885,971,1462,633,598,172,34,9,6
"CB3  0",2954,948,1008,446,385,118,36,8,5
"CB3  9",1568,507,543,215,210,71,18,3,1
"CB4  1",6935,2451,2288,991,767,299,105,17,17
"CB4  2",5930,1877,1802,1035,754,277,141,26,18
"CB4  3",4950,1668,1539,770,640,223,80,16,14
"CB5  8",4652,1457,1504,765,584,212,88,25,17
"CB6  1",5210,1455,1933,793,717,224,63,17,8
"CB6  2",4744,1000,1843,816,768,237,68,6,6
"CB6  3",5633,1293,2128,919,911,288,78,10,6
"CB7  4",3874,1302,1446,569,388,122,38,5,4
"CB7  5",7376,1834,2699,1228,1181,322,88,18,6
"CB8  0",4284,1319,1581,735,447,147,40,12,3
"CB8  7",2841,819,1095,471,322,98,29,4,3
"CB8  8",4106,1174,1719,579,447,144,34,7,2
"CB8  9",2934,811,1160,439,354,136,30,2,2
"CB9  0",3273,698,1176,604,540,195,50,10,0
"CB9  7",3841,809,1512,622,614,224,51,5,4
"CB9  8",2430,638,819,427,336,138,56,12,4
